"Waveform Data"
"Item","V1","A1","V2","A2","V3","A3"
284,468.85E+0,-1.4164E+0,1.7118E+3,875.00E-3,365.48E+0,498.12E-3
285,468.24E+0,-1.4082E+0,1.7118E+3,867.32E-3,381.09E+0,583.03E-3
286,463.80E+0,-1.4201E+0,1.7118E+3,832.67E-3,374.86E+0,543.78E-3
287,462.38E+0,-1.4231E+0,1.7118E+3,827.69E-3,390.65E+0,637.78E-3
288,457.57E+0,-1.4341E+0,1.7118E+3,799.06E-3,383.31E+0,591.71E-3
289,457.51E+0,-1.4385E+0,1.7118E+3,791.17E-3,399.34E+0,689.02E-3
290,452.46E+0,-1.4519E+0,1.7118E+3,764.82E-3,391.51E+0,646.25E-3
291,451.04E+0,-1.4542E+0,1.7118E+3,756.31E-3,408.59E+0,722.28E-3
292,447.03E+0,-1.4604E+0,1.7118E+3,739.09E-3,400.82E+0,697.28E-3
293,446.10E+0,-1.4491E+0,1.7118E+3,734.73E-3,416.61E+0,734.47E-3
294,440.74E+0,-1.4623E+0,1.7118E+3,719.38E-3,409.21E+0,723.93E-3
295,439.63E+0,-1.4339E+0,1.7118E+3,716.68E-3,427.22E+0,733.64E-3
296,432.91E+0,-1.4519E+0,1.7118E+3,705.68E-3,418.96E+0,728.07E-3
297,431.12E+0,-1.4122E+0,1.7118E+3,700.91E-3,435.92E+0,731.58E-3
298,425.39E+0,-1.4310E+0,1.7118E+3,682.03E-3,429.32E+0,727.86E-3
299,424.59E+0,-1.3905E+0,1.7118E+3,674.15E-3,444.74E+0,741.08E-3
300,417.50E+0,-1.4037E+0,1.7118E+3,650.91E-3,437.83E+0,729.92E-3
301,416.82E+0,-1.3749E+0,1.7118E+3,643.44E-3,452.57E+0,761.54E-3
302,410.10E+0,-1.3891E+0,1.7118E+3,616.88E-3,446.77E+0,742.73E-3
303,408.37E+0,-1.3651E+0,1.7118E+3,606.50E-3,461.02E+0,791.49E-3
304,401.22E+0,-1.3755E+0,1.7118E+3,580.36E-3,454.17E+0,764.43E-3
305,400.42E+0,-1.3690E+0,1.7118E+3,569.98E-3,467.99E+0,829.51E-3
306,393.46E+0,-1.3732E+0,1.7118E+3,543.84E-3,462.31E+0,799.76E-3
307,391.61E+0,-1.3676E+0,1.7118E+3,534.09E-3,475.33E+0,875.99E-3
308,385.32E+0,-1.3751E+0,1.7118E+3,493.21E-3,469.47E+0,837.98E-3
309,383.47E+0,-1.3665E+0,1.7118E+3,486.36E-3,483.71E+0,921.24E-3
310,374.96E+0,-1.3732E+0,1.7118E+3,447.77E-3,476.19E+0,886.74E-3
311,373.54E+0,-1.3534E+0,1.7118E+3,440.72E-3,490.31E+0,940.45E-3
312,366.45E+0,-1.3651E+0,1.7118E+3,414.36E-3,484.70E+0,925.58E-3
313,363.80E+0,-1.3273E+0,1.7118E+3,407.72E-3,496.85E+0,941.28E-3
314,356.40E+0,-1.3482E+0,1.7118E+3,387.81E-3,491.61E+0,936.94E-3
315,355.48E+0,-1.2924E+0,1.7118E+3,377.64E-3,502.09E+0,947.06E-3
316,346.91E+0,-1.3217E+0,1.7118E+3,346.31E-3,497.59E+0,938.80E-3
317,345.49E+0,-1.2601E+0,1.7118E+3,337.80E-3,507.70E+0,958.84E-3
318,338.03E+0,-1.2897E+0,1.7118E+3,304.39E-3,503.20E+0,948.10E-3
319,335.63E+0,-1.2449E+0,1.7118E+3,294.85E-3,513.32E+0,991.69E-3
320,328.35E+0,-1.2580E+0,1.7118E+3,251.27E-3,509.25E+0,965.04E-3
321,326.26E+0,-1.2288E+0,1.7118E+3,245.26E-3,516.89E+0,1.0291E+0
322,317.56E+0,-1.2419E+0,1.7118E+3,202.10E-3,513.38E+0,996.23E-3
323,316.08E+0,-1.2213E+0,1.7118E+3,192.55E-3,522.20E+0,1.0791E+0
324,305.48E+0,-1.2280E+0,1.7118E+3,145.45E-3,517.63E+0,1.0345E+0
325,303.20E+0,-1.2100E+0,1.7118E+3,135.49E-3,525.22E+0,1.1163E+0
326,294.26E+0,-1.2221E+0,1.7118E+3,94.824E-3,522.14E+0,1.0845E+0
327,292.96E+0,-1.1962E+0,1.7118E+3,87.355E-3,527.56E+0,1.1468E+0
328,282.85E+0,-1.2121E+0,1.7118E+3,51.251E-3,525.47E+0,1.1237E+0
329,280.94E+0,-1.1745E+0,1.7118E+3,43.781E-3,527.87E+0,1.1648E+0
330,269.54E+0,-1.1906E+0,1.7118E+3,9.3372E-3,527.19E+0,1.1450E+0
331,266.39E+0,-1.1407E+0,1.7118E+3,-1.0375E-3,527.19E+0,1.1772E+0
332,252.77E+0,-1.1714E+0,1.7118E+3,-37.141E-3,524.05E+0,1.1675E+0
333,249.32E+0,-1.0969E+0,1.7118E+3,-50.213E-3,523.06E+0,1.2045E+0
334,233.04E+0,-1.1280E+0,1.7118E+3,-105.20E-3,517.51E+0,1.1799E+0
335,229.28E+0,-1.0512E+0,1.7118E+3,-119.31E-3,515.35E+0,1.2291E+0
336,212.51E+0,-1.0880E+0,1.7118E+3,-177.41E-3,509.56E+0,1.2099E+0
337,209.18E+0,-999.90E-3,1.7118E+3,-193.18E-3,508.32E+0,1.2603E+0
338,189.39E+0,-1.0412E+0,1.7118E+3,-262.89E-3,501.23E+0,1.2340E+0
339,185.51E+0,-969.23E-3,1.7118E+3,-271.19E-3,498.76E+0,1.2793E+0
340,172.31E+0,-998.65E-3,1.7118E+3,-308.13E-3,493.95E+0,1.2669E+0
341,169.97E+0,-945.23E-3,1.7118E+3,-317.26E-3,493.15E+0,1.2869E+0
342,157.21E+0,-965.47E-3,1.7118E+3,-342.57E-3,489.70E+0,1.2782E+0
343,154.74E+0,-929.16E-3,1.7118E+3,-349.00E-3,488.77E+0,1.2892E+0
344,144.45E+0,-940.85E-3,1.7118E+3,-360.83E-3,484.76E+0,1.2857E+0
345,142.23E+0,-904.33E-3,1.7118E+3,-364.15E-3,484.82E+0,1.2884E+0
346,132.92E+0,-920.19E-3,1.7118E+3,-379.71E-3,481.49E+0,1.2840E+0
347,130.95E+0,-880.75E-3,1.7118E+3,-383.24E-3,480.88E+0,1.2820E+0
348,122.25E+0,-902.25E-3,1.7118E+3,-387.39E-3,477.85E+0,1.2762E+0
349,119.29E+0,-849.66E-3,1.7118E+3,-396.93E-3,477.67E+0,1.2754E+0
350,107.03E+0,-878.67E-3,1.7118E+3,-417.68E-3,473.11E+0,1.2671E+0
351,105.61E+0,-817.74E-3,1.7118E+3,-423.49E-3,472.74E+0,1.2737E+0
352,93.956E+0,-840.07E-3,1.7118E+3,-457.11E-3,467.99E+0,1.2636E+0
353,90.997E+0,-788.74E-3,1.7118E+3,-467.07E-3,467.00E+0,1.2925E+0
354,79.653E+0,-812.11E-3,1.7118E+3,-508.36E-3,461.39E+0,1.2772E+0
355,75.646E+0,-748.88E-3,1.7118E+3,-517.70E-3,460.22E+0,1.3121E+0
356,63.192E+0,-777.26E-3,1.7118E+3,-569.78E-3,453.68E+0,1.2989E+0
357,59.185E+0,-710.70E-3,1.7118E+3,-579.11E-3,452.44E+0,1.3320E+0
358,45.560E+0,-742.20E-3,1.7118E+3,-610.86E-3,447.20E+0,1.3231E+0
359,43.340E+0,-683.99E-3,1.7118E+3,-616.67E-3,446.22E+0,1.3305E+0
360,28.853E+0,-709.24E-3,1.7118E+3,-646.34E-3,439.37E+0,1.3254E+0
361,25.647E+0,-663.96E-3,1.7118E+3,-645.10E-3,437.83E+0,1.3247E+0
362,12.700E+0,-678.98E-3,1.7118E+3,-651.94E-3,432.03E+0,1.3101E+0
363,8.6311E+0,-643.93E-3,1.7118E+3,-644.47E-3,430.18E+0,1.3066E+0
364,-6.9049E+0,-661.87E-3,1.7118E+3,-647.79E-3,422.59E+0,1.2935E+0
365,-10.172E+0,-623.89E-3,1.7118E+3,-644.89E-3,421.61E+0,1.2859E+0
366,-22.564E+0,-642.26E-3,1.7118E+3,-648.00E-3,416.61E+0,1.2725E+0
367,-24.845E+0,-598.65E-3,1.7118E+3,-649.66E-3,415.19E+0,1.2720E+0
368,-36.929E+0,-617.43E-3,1.7118E+3,-669.58E-3,409.70E+0,1.2685E+0
369,-40.566E+0,-561.09E-3,1.7118E+3,-675.60E-3,407.30E+0,1.2696E+0
370,-53.266E+0,-593.85E-3,1.7118E+3,-695.93E-3,401.56E+0,1.2640E+0
371,-56.226E+0,-537.09E-3,1.7118E+3,-705.89E-3,399.71E+0,1.2725E+0
372,-68.926E+0,-560.25E-3,1.7118E+3,-733.70E-3,392.99E+0,1.2673E+0
373,-71.761E+0,-498.70E-3,1.7118E+3,-744.90E-3,391.94E+0,1.2760E+0
374,-84.030E+0,-530.41E-3,1.7118E+3,-779.14E-3,385.03E+0,1.2698E+0
375,-87.113E+0,-452.17E-3,1.7118E+3,-783.29E-3,383.74E+0,1.2824E+0
376,-101.35E+0,-490.77E-3,1.7118E+3,-828.94E-3,376.15E+0,1.2758E+0
377,-102.90E+0,-401.67E-3,1.7118E+3,-837.24E-3,374.36E+0,1.2805E+0
378,-119.60E+0,-445.28E-3,1.7118E+3,-866.91E-3,365.79E+0,1.2720E+0
379,-122.75E+0,-372.46E-3,1.7118E+3,-874.58E-3,364.37E+0,1.2689E+0
380,-135.14E+0,-395.83E-3,1.7118E+3,-884.34E-3,356.85E+0,1.2547E+0
381,-137.79E+0,-346.79E-3,1.7118E+3,-880.39E-3,355.06E+0,1.2520E+0
382,-151.17E+0,-371.83E-3,1.7118E+3,-884.34E-3,348.21E+0,1.2328E+0
383,-153.14E+0,-310.07E-3,1.7118E+3,-886.41E-3,346.36E+0,1.2305E+0
384,-164.98E+0,-348.25E-3,1.7118E+3,-896.16E-3,339.15E+0,1.2121E+0
385,-168.24E+0,-277.52E-3,1.7118E+3,-895.96E-3,338.22E+0,1.2041E+0
386,-180.02E+0,-303.39E-3,1.7118E+3,-921.48E-3,331.25E+0,1.1950E+0
387,-182.79E+0,-230.78E-3,1.7118E+3,-925.21E-3,328.11E+0,1.1919E+0
388,-193.46E+0,-263.33E-3,1.7118E+3,-957.37E-3,321.51E+0,1.1865E+0
389,-197.22E+0,-170.06E-3,1.7118E+3,-967.75E-3,319.97E+0,1.1875E+0
390,-211.15E+0,-216.59E-3,1.7118E+3,-1.0165E+0,310.59E+0,1.1809E+0
391,-213.80E+0,-125.61E-3,1.7118E+3,-1.0250E+0,308.62E+0,1.1898E+0
392,-225.21E+0,-164.22E-3,1.7118E+3,-1.0580E+0,301.10E+0,1.1836E+0
393,-227.80E+0,-72.822E-3,1.7118E+3,-1.0711E+0,298.75E+0,1.1849E+0
394,-239.82E+0,-116.22E-3,1.7118E+3,-1.1012E+0,289.62E+0,1.1803E+0
395,-243.40E+0,-37.142E-3,1.7118E+3,-1.1124E+0,288.14E+0,1.1776E+0
396,-255.60E+0,-67.815E-3,1.7118E+3,-1.1310E+0,278.77E+0,1.1661E+0
397,-258.01E+0,8.7637E-3,1.7118E+3,-1.1342E+0,276.06E+0,1.1611E+0
398,-270.77E+0,-24.622E-3,1.7118E+3,-1.1510E+0,264.95E+0,1.1427E+0
399,-273.48E+0,59.885E-3,1.7118E+3,-1.1516E+0,262.73E+0,1.1386E+0
400,-286.06E+0,17.945E-3,1.7118E+3,-1.1696E+0,249.72E+0,1.1076E+0
401,-289.08E+0,132.92E-3,1.7118E+3,-1.1763E+0,245.65E+0,1.1043E+0
402,-299.93E+0,70.944E-3,1.7118E+3,-1.2033E+0,232.39E+0,1.0783E+0
403,-302.15E+0,227.02E-3,1.7118E+3,-1.2124E+0,228.20E+0,1.0675E+0
404,-313.93E+0,143.77E-3,1.7118E+3,-1.2566E+0,210.43E+0,1.0312E+0
405,-316.45E+0,295.25E-3,1.7118E+3,-1.2680E+0,207.23E+0,1.0245E+0
406,-324.71E+0,242.05E-3,1.7118E+3,-1.2968E+0,192.73E+0,1.0022E+0
407,-325.89E+0,345.96E-3,1.7118E+3,-1.3041E+0,187.68E+0,994.79E-3
408,-332.42E+0,306.31E-3,1.7118E+3,-1.3242E+0,175.16E+0,979.09E-3
409,-333.72E+0,379.14E-3,1.7118E+3,-1.3294E+0,170.96E+0,971.03E-3
410,-340.07E+0,357.64E-3,1.7118E+3,-1.3381E+0,157.64E+0,956.77E-3
411,-341.11E+0,401.04E-3,1.7118E+3,-1.3365E+0,154.37E+0,954.91E-3
412,-346.79E+0,384.35E-3,1.7118E+3,-1.3390E+0,142.34E+0,941.90E-3
413,-346.97E+0,408.97E-3,1.7118E+3,-1.3269E+0,139.38E+0,936.94E-3
414,-352.64E+0,400.63E-3,1.7118E+3,-1.3375E+0,127.54E+0,920.41E-3
415,-353.69E+0,412.94E-3,1.7118E+3,-1.3145E+0,123.53E+0,919.79E-3
416,-359.30E+0,403.34E-3,1.7118E+3,-1.3219E+0,112.80E+0,897.27E-3
417,-360.29E+0,430.88E-3,1.7118E+3,-1.2896E+0,109.90E+0,891.07E-3
418,-367.69E+0,418.57E-3,1.7118E+3,-1.3120E+0,95.966E+0,862.77E-3
419,-369.04E+0,460.72E-3,1.7118E+3,-1.2892E+0,92.944E+0,851.82E-3
420,-376.07E+0,438.19E-3,1.7118E+3,-1.2952E+0,81.842E+0,829.30E-3
421,-377.43E+0,515.60E-3,1.7118E+3,-1.2983E+0,78.573E+0,820.21E-3
422,-385.50E+0,473.45E-3,1.7118E+3,-1.3060E+0,64.882E+0,792.94E-3
423,-387.17E+0,564.22E-3,1.7118E+3,-1.3093E+0,62.723E+0,788.19E-3
424,-395.30E+0,523.74E-3,1.7118E+3,-1.3246E+0,49.525E+0,756.16E-3
425,-397.15E+0,612.00E-3,1.7118E+3,-1.3248E+0,46.873E+0,751.41E-3
426,-406.65E+0,575.07E-3,1.7118E+3,-1.3294E+0,33.428E+0,719.39E-3
427,-409.30E+0,634.33E-3,1.7118E+3,-1.3277E+0,30.344E+0,714.84E-3
428,-418.05E+0,618.05E-3,1.7118E+3,-1.3317E+0,17.454E+0,689.84E-3
429,-419.60E+0,641.63E-3,1.7118E+3,-1.3064E+0,14.247E+0,688.40E-3
430,-429.34E+0,636.41E-3,1.7118E+3,-1.3205E+0,1.2335E+0,666.08E-3
431,-431.62E+0,642.05E-3,1.7118E+3,-1.2854E+0,-2.0969E+0,661.75E-3
432,-441.11E+0,638.08E-3,1.7118E+3,-1.3014E+0,-17.639E+0,639.02E-3
433,-442.41E+0,643.09E-3,1.7118E+3,-1.2603E+0,-20.476E+0,634.47E-3
434,-449.19E+0,640.17E-3,1.7118E+3,-1.2813E+0,-33.489E+0,614.64E-3
435,-452.02E+0,669.17E-3,1.7118E+3,-1.2510E+0,-36.018E+0,608.03E-3
436,-458.13E+0,647.26E-3,1.7118E+3,-1.2572E+0,-47.489E+0,581.79E-3
437,-459.73E+0,698.18E-3,1.7118E+3,-1.2468E+0,-49.833E+0,576.42E-3
438,-465.34E+0,676.27E-3,1.7118E+3,-1.2504E+0,-60.934E+0,550.39E-3
439,-466.88E+0,740.95E-3,1.7118E+3,-1.2491E+0,-63.648E+0,543.36E-3
440,-471.32E+0,706.94E-3,1.7118E+3,-1.2576E+0,-75.243E+0,513.82E-3
441,-473.05E+0,796.46E-3,1.7118E+3,-1.2570E+0,-78.327E+0,503.08E-3
442,-477.67E+0,754.10E-3,1.7118E+3,-1.2672E+0,-90.168E+0,472.50E-3
443,-478.96E+0,861.77E-3,1.7118E+3,-1.2672E+0,-93.560E+0,459.48E-3
444,-484.58E+0,804.39E-3,1.7118E+3,-1.2721E+0,-108.30E+0,409.90E-3
445,-485.56E+0,897.45E-3,1.7118E+3,-1.2670E+0,-111.26E+0,404.32E-3
446,-490.62E+0,871.78E-3,1.7118E+3,-1.2736E+0,-124.09E+0,366.93E-3
447,-492.47E+0,912.05E-3,1.7118E+3,-1.2489E+0,-128.10E+0,362.79E-3
448,-496.41E+0,901.20E-3,1.7118E+3,-1.2657E+0,-139.75E+0,338.62E-3
449,-497.40E+0,918.52E-3,1.7118E+3,-1.2317E+0,-142.47E+0,332.63E-3
450,-501.41E+0,914.14E-3,1.7118E+3,-1.2429E+0,-154.68E+0,310.73E-3
451,-503.13E+0,930.42E-3,1.7118E+3,-1.2008E+0,-157.95E+0,302.67E-3
452,-505.78E+0,920.61E-3,1.7118E+3,-1.2217E+0,-169.48E+0,267.55E-3
453,-507.26E+0,956.92E-3,1.7118E+3,-1.1837E+0,-173.00E+0,255.77E-3
454,-510.71E+0,935.22E-3,1.7118E+3,-1.1923E+0,-184.90E+0,224.99E-3
455,-511.76E+0,991.97E-3,1.7118E+3,-1.1684E+0,-187.24E+0,215.69E-3
456,-514.48E+0,962.97E-3,1.7118E+3,-1.1779E+0,-199.76E+0,179.74E-3
457,-515.65E+0,1.0514E+0,1.7118E+3,-1.1707E+0,-203.03E+0,166.93E-3
458,-519.65E+0,1.0012E+0,1.7118E+3,-1.1773E+0,-217.53E+0,122.52E-3
459,-519.72E+0,1.1030E+0,1.7118E+3,-1.1767E+0,-219.38E+0,116.73E-3
460,-523.54E+0,1.0650E+0,1.7118E+3,-1.1837E+0,-230.60E+0,74.170E-3
461,-523.54E+0,1.1524E+0,1.7118E+3,-1.1796E+0,-233.62E+0,67.146E-3
462,-526.25E+0,1.1163E+0,1.7118E+3,-1.1837E+0,-244.72E+0,30.370E-3
463,-526.56E+0,1.1881E+0,1.7118E+3,-1.1719E+0,-247.38E+0,21.487E-3
464,-527.73E+0,1.1602E+0,1.7118E+3,-1.1773E+0,-258.54E+0,-18.388E-3
465,-526.25E+0,1.2058E+0,1.7118E+3,-1.1476E+0,-260.82E+0,-23.759E-3
466,-527.18E+0,1.1902E+0,1.7118E+3,-1.1715E+0,-272.17E+0,-58.055E-3
467,-523.42E+0,1.2248E+0,1.7118E+3,-1.1144E+0,-276.36E+0,-69.625E-3
468,-525.82E+0,1.2086E+0,1.7118E+3,-1.1420E+0,-286.29E+0,-112.60E-3
469,-519.16E+0,1.2501E+0,1.7118E+3,-1.0754E+0,-288.21E+0,-121.07E-3
470,-522.06E+0,1.2290E+0,1.7118E+3,-1.1084E+0,-298.50E+0,-172.10E-3
471,-511.52E+0,1.2858E+0,1.7118E+3,-1.0331E+0,-301.03E+0,-189.87E-3
472,-517.00E+0,1.2551E+0,1.7118E+3,-1.0680E+0,-312.57E+0,-258.46E-3
473,-503.01E+0,1.3204E+0,1.7118E+3,-1.0020E+0,-315.84E+0,-270.24E-3
474,-509.24E+0,1.2981E+0,1.7118E+3,-1.0254E+0,-322.74E+0,-319.41E-3
475,-496.35E+0,1.3444E+0,1.7118E+3,-989.12E-3,-325.46E+0,-324.78E-3
476,-501.84E+0,1.3250E+0,1.7118E+3,-1.0005E+0,-333.29E+0,-355.77E-3
477,-488.15E+0,1.3684E+0,1.7118E+3,-977.29E-3,-334.52E+0,-362.79E-3
478,-494.75E+0,1.3475E+0,1.7118E+3,-990.37E-3,-342.17E+0,-386.76E-3
479,-483.10E+0,1.3769E+0,1.7118E+3,-970.24E-3,-344.14E+0,-392.96E-3
480,-487.60E+0,1.3676E+0,1.7118E+3,-979.78E-3,-352.04E+0,-407.01E-3
481,-477.42E+0,1.3788E+0,1.7118E+3,-952.19E-3,-353.52E+0,-409.90E-3
482,-481.49E+0,1.3701E+0,1.7118E+3,-968.99E-3,-360.73E+0,-418.16E-3
483,-471.14E+0,1.3724E+0,1.7118E+3,-928.33E-3,-362.40E+0,-421.67E-3
484,-476.01E+0,1.3594E+0,1.7118E+3,-951.98E-3,-371.53E+0,-434.28E-3
485,-465.34E+0,1.3552E+0,1.7118E+3,-889.52E-3,-373.38E+0,-437.38E-3
486,-469.78E+0,1.3459E+0,1.7118E+3,-917.54E-3,-379.85E+0,-456.38E-3
487,-459.98E+0,1.3519E+0,1.7118E+3,-861.72E-3,-382.14E+0,-460.52E-3
488,-464.42E+0,1.3459E+0,1.7118E+3,-885.37E-3,-389.17E+0,-495.84E-3
489,-453.50E+0,1.3659E+0,1.7118E+3,-822.71E-3,-391.02E+0,-506.38E-3
490,-458.50E+0,1.3517E+0,1.7118E+3,-853.84E-3,-396.69E+0,-547.50E-3
491,-448.08E+0,1.3853E+0,1.7118E+3,-792.42E-3,-400.14E+0,-552.25E-3
492,-452.76E+0,1.3694E+0,1.7118E+3,-817.32E-3,-406.68E+0,-594.39E-3
493,-442.16E+0,1.3945E+0,1.7118E+3,-759.22E-3,-408.78E+0,-605.14E-3
494,-447.40E+0,1.3872E+0,1.7118E+3,-784.74E-3,-416.24E+0,-638.19E-3
495,-435.38E+0,1.3995E+0,1.7118E+3,-740.34E-3,-418.22E+0,-640.26E-3
496,-440.25E+0,1.3918E+0,1.7118E+3,-754.65E-3,-424.14E+0,-658.65E-3
497,-425.88E+0,1.3986E+0,1.7118E+3,-718.34E-3,-426.54E+0,-662.99E-3
498,-433.47E+0,1.3826E+0,1.7118E+3,-734.73E-3,-435.92E+0,-669.39E-3
499,-417.62E+0,1.3786E+0,1.7118E+3,-701.33E-3,-438.20E+0,-661.33E-3
500,-424.16E+0,1.3563E+0,1.7118E+3,-716.47E-3,-444.80E+0,-665.88E-3
501,-411.09E+0,1.3619E+0,1.7118E+3,-678.92E-3,-446.28E+0,-667.12E-3
502,-417.50E+0,1.3438E+0,1.7118E+3,-693.65E-3,-451.77E+0,-672.90E-3
503,-402.02E+0,1.3404E+0,1.7118E+3,-643.02E-3,-454.48E+0,-673.94E-3
504,-408.68E+0,1.3269E+0,1.7118E+3,-668.75E-3,-460.28E+0,-687.57E-3
505,-393.39E+0,1.3277E+0,1.7118E+3,-607.96E-3,-461.57E+0,-694.39E-3
506,-399.99E+0,1.3212E+0,1.7118E+3,-636.38E-3,-466.75E+0,-713.19E-3
507,-383.84E+0,1.3244E+0,1.7118E+3,-575.17E-3,-468.48E+0,-718.56E-3
508,-391.48E+0,1.3200E+0,1.7118E+3,-606.50E-3,-474.15E+0,-750.17E-3
509,-375.02E+0,1.3258E+0,1.7118E+3,-533.05E-3,-475.63E+0,-756.99E-3
510,-382.30E+0,1.3198E+0,1.7118E+3,-563.14E-3,-480.81E+0,-792.11E-3
511,-364.48E+0,1.3298E+0,1.7118E+3,-474.33E-3,-482.05E+0,-803.48E-3
512,-373.17E+0,1.3164E+0,1.7118E+3,-524.96E-3,-489.20E+0,-846.04E-3
513,-355.85E+0,1.3194E+0,1.7118E+3,-435.11E-3,-490.31E+0,-855.54E-3
514,-363.06E+0,1.3091E+0,1.7118E+3,-464.99E-3,-494.14E+0,-873.51E-3
515,-347.03E+0,1.3050E+0,1.7118E+3,-407.72E-3,-496.11E+0,-880.33E-3
516,-354.43E+0,1.2895E+0,1.7118E+3,-433.25E-3,-500.06E+0,-885.08E-3
517,-339.02E+0,1.2833E+0,1.7118E+3,-381.79E-3,-501.97E+0,-879.71E-3
518,-345.43E+0,1.2616E+0,1.7118E+3,-400.67E-3,-506.47E+0,-884.88E-3
519,-329.77E+0,1.2603E+0,1.7118E+3,-333.65E-3,-506.47E+0,-887.98E-3
520,-336.92E+0,1.2405E+0,1.7118E+3,-374.94E-3,-510.91E+0,-902.64E-3
521,-321.14E+0,1.2323E+0,1.7118E+3,-291.53E-3,-512.52E+0,-905.12E-3
522,-328.29E+0,1.2140E+0,1.7118E+3,-329.29E-3,-516.22E+0,-925.37E-3
523,-311.46E+0,1.2079E+0,1.7118E+3,-238.20E-3,-517.82E+0,-933.22E-3
524,-318.49E+0,1.2044E+0,1.7118E+3,-282.81E-3,-520.66E+0,-964.01E-3
525,-300.55E+0,1.2040E+0,1.7118E+3,-184.67E-3,-521.77E+0,-973.10E-3
526,-309.24E+0,1.1952E+0,1.7118E+3,-232.81E-3,-526.02E+0,-1.0154E+0
527,-288.83E+0,1.1992E+0,1.7118E+3,-135.08E-3,-525.84E+0,-1.0233E+0
528,-297.53E+0,1.1960E+0,1.7118E+3,-173.26E-3,-528.98E+0,-1.0613E+0
529,-276.94E+0,1.1975E+0,1.7118E+3,-85.280E-3,-528.98E+0,-1.0681E+0
530,-286.43E+0,1.1852E+0,1.7118E+3,-126.99E-3,-531.26E+0,-1.1010E+0
531,-260.84E+0,1.1871E+0,1.7118E+3,-44.196E-3,-529.41E+0,-1.1076E+0
532,-273.30E+0,1.1672E+0,1.7118E+3,-79.470E-3,-531.14E+0,-1.1305E+0
533,-241.05E+0,1.1624E+0,1.7118E+3,207.49E-6,-522.75E+0,-1.1309E+0
534,-257.70E+0,1.1470E+0,1.7118E+3,-34.236E-3,-527.75E+0,-1.1444E+0
535,-218.86E+0,1.1318E+0,1.7118E+3,54.571E-3,-513.87E+0,-1.1473E+0
536,-236.55E+0,1.1009E+0,1.7118E+3,10.997E-3,-520.35E+0,-1.1549E+0
537,-193.28E+0,1.0982E+0,1.7118E+3,133.42E-3,-502.03E+0,-1.1566E+0
538,-213.80E+0,1.0491E+0,1.7118E+3,66.190E-3,-511.22E+0,-1.1869E+0
539,-173.24E+0,1.0437E+0,1.7118E+3,197.12E-3,-494.20E+0,-1.1884E+0
540,-188.65E+0,1.0070E+0,1.7118E+3,148.57E-3,-500.55E+0,-1.2049E+0
541,-158.07E+0,997.81E-3,1.7118E+3,256.67E-3,-489.02E+0,-1.2080E+0
542,-170.59E+0,971.10E-3,1.7118E+3,210.40E-3,-493.33E+0,-1.2264E+0
543,-144.45E+0,968.81E-3,1.7118E+3,284.89E-3,-483.65E+0,-1.2258E+0
544,-154.25E+0,945.23E-3,1.7118E+3,259.57E-3,-487.29E+0,-1.2307E+0
545,-133.47E+0,939.39E-3,1.7118E+3,310.62E-3,-480.32E+0,-1.2316E+0
546,-141.37E+0,927.70E-3,1.7118E+3,290.49E-3,-483.59E+0,-1.2361E+0
547,-122.32E+0,924.78E-3,1.7118E+3,326.59E-3,-477.85E+0,-1.2378E+0
548,-130.02E+0,912.05E-3,1.7118E+3,316.22E-3,-480.63E+0,-1.2404E+0
549,-110.72E+0,907.88E-3,1.7118E+3,343.19E-3,-474.83E+0,-1.2359E+0
550,-120.34E+0,898.28E-3,1.7118E+3,328.05E-3,-477.48E+0,-1.2425E+0
551,-95.990E+0,892.65E-3,1.7118E+3,357.10E-3,-469.10E+0,-1.2305E+0
552,-108.38E+0,869.28E-3,1.7118E+3,340.70E-3,-472.55E+0,-1.2398E+0
553,-81.996E+0,862.60E-3,1.7118E+3,393.82E-3,-462.87E+0,-1.2332E+0
554,-93.031E+0,841.11E-3,1.7118E+3,363.32E-3,-467.06E+0,-1.2371E+0
555,-65.411E+0,835.06E-3,1.7118E+3,442.38E-3,-455.65E+0,-1.2382E+0
556,-77.680E+0,808.35E-3,1.7118E+3,399.63E-3,-460.96E+0,-1.2514E+0
557,-47.841E+0,801.67E-3,1.7118E+3,499.02E-3,-447.82E+0,-1.2568E+0
558,-61.836E+0,767.45E-3,1.7118E+3,451.92E-3,-454.36E+0,-1.2698E+0
559,-31.010E+0,764.95E-3,1.7118E+3,550.48E-3,-439.31E+0,-1.2745E+0
560,-44.389E+0,735.32E-3,1.7118E+3,512.30E-3,-446.28E+0,-1.2861E+0
561,-13.625E+0,731.56E-3,1.7118E+3,583.68E-3,-432.28E+0,-1.2875E+0
562,-27.373E+0,705.06E-3,1.7118E+3,560.44E-3,-438.20E+0,-1.2977E+0
563,3.0209E+0,697.55E-3,1.7118E+3,602.98E-3,-423.89E+0,-1.2828E+0
564,-10.419E+0,679.81E-3,1.7118E+3,586.58E-3,-431.04E+0,-1.2908E+0
565,21.824E+0,677.94E-3,1.7118E+3,606.92E-3,-415.75E+0,-1.2673E+0
566,6.4117E+0,659.78E-3,1.7118E+3,603.60E-3,-422.47E+0,-1.2816E+0
567,36.497E+0,659.78E-3,1.7118E+3,612.31E-3,-409.33E+0,-1.2526E+0
568,23.674E+0,640.38E-3,1.7118E+3,605.26E-3,-415.19E+0,-1.2644E+0
