"Waveform Data"
"Item","V1","A1","V2","A2","V3","A3"
569,50.554E+0,637.46E-3,1.7118E+3,623.93E-3,-402.73E+0,-1.2446E+0
570,39.456E+0,619.09E-3,1.7118E+3,613.97E-3,-407.30E+0,-1.2539E+0
571,65.227E+0,614.71E-3,1.7118E+3,655.68E-3,-395.52E+0,-1.2431E+0
572,53.944E+0,593.85E-3,1.7118E+3,626.01E-3,-401.25E+0,-1.2501E+0
573,81.132E+0,585.71E-3,1.7118E+3,688.26E-3,-387.19E+0,-1.2487E+0
574,68.124E+0,561.30E-3,1.7118E+3,659.62E-3,-392.99E+0,-1.2506E+0
575,96.545E+0,559.63E-3,1.7118E+3,727.06E-3,-378.74E+0,-1.2520E+0
576,83.968E+0,528.12E-3,1.7118E+3,692.20E-3,-385.03E+0,-1.2570E+0
577,112.70E+0,519.36E-3,1.7118E+3,780.80E-3,-370.36E+0,-1.2599E+0
578,100.68E+0,484.72E-3,1.7118E+3,735.98E-3,-376.83E+0,-1.2634E+0
579,132.80E+0,475.54E-3,1.7118E+3,826.86E-3,-358.33E+0,-1.2640E+0
580,117.51E+0,431.09E-3,1.7118E+3,790.34E-3,-368.07E+0,-1.2663E+0
581,149.01E+0,420.03E-3,1.7118E+3,854.67E-3,-348.83E+0,-1.2520E+0
582,136.19E+0,399.58E-3,1.7118E+3,834.12E-3,-356.97E+0,-1.2597E+0
583,164.42E+0,387.90E-3,1.7118E+3,865.25E-3,-339.95E+0,-1.2373E+0
584,152.28E+0,368.49E-3,1.7118E+3,859.44E-3,-346.30E+0,-1.2493E+0
585,179.84E+0,364.74E-3,1.7118E+3,877.07E-3,-329.84E+0,-1.2119E+0
586,167.94E+0,335.32E-3,1.7118E+3,864.42E-3,-337.73E+0,-1.2297E+0
587,193.58E+0,326.14E-3,1.7118E+3,900.73E-3,-320.46E+0,-1.1935E+0
588,181.81E+0,295.67E-3,1.7118E+3,884.34E-3,-328.36E+0,-1.2084E+0
589,207.89E+0,282.53E-3,1.7118E+3,931.02E-3,-311.64E+0,-1.1828E+0
590,197.16E+0,251.02E-3,1.7118E+3,904.05E-3,-318.86E+0,-1.1940E+0
591,225.64E+0,240.79E-3,1.7118E+3,982.90E-3,-299.98E+0,-1.1768E+0
592,211.28E+0,189.88E-3,1.7118E+3,943.89E-3,-309.67E+0,-1.1849E+0
593,241.42E+0,178.40E-3,1.7118E+3,1.0319E+0,-289.25E+0,-1.1768E+0
594,228.91E+0,146.69E-3,1.7118E+3,996.59E-3,-297.33E+0,-1.1818E+0
595,256.59E+0,136.46E-3,1.7118E+3,1.0790E+0,-276.55E+0,-1.1741E+0
596,244.45E+0,90.767E-3,1.7118E+3,1.0418E+0,-286.79E+0,-1.1809E+0
597,271.63E+0,85.551E-3,1.7118E+3,1.1200E+0,-264.28E+0,-1.1619E+0
598,259.86E+0,43.819E-3,1.7118E+3,1.0854E+0,-274.08E+0,-1.1721E+0
599,287.29E+0,36.307E-3,1.7118E+3,1.1431E+0,-249.17E+0,-1.1388E+0
600,274.90E+0,-2.0866E-3,1.7118E+3,1.1232E+0,-261.07E+0,-1.1613E+0
601,300.61E+0,-13.980E-3,1.7118E+3,1.1630E+0,-233.62E+0,-1.1126E+0
602,289.76E+0,-47.992E-3,1.7118E+3,1.1449E+0,-245.83E+0,-1.1388E+0
603,312.45E+0,-59.468E-3,1.7118E+3,1.1846E+0,-215.61E+0,-1.0774E+0
604,303.08E+0,-111.42E-3,1.7118E+3,1.1628E+0,-229.86E+0,-1.1084E+0
605,323.48E+0,-122.90E-3,1.7118E+3,1.2300E+0,-195.63E+0,-1.0338E+0
606,313.49E+0,-196.56E-3,1.7118E+3,1.1912E+0,-212.90E+0,-1.0714E+0
607,332.67E+0,-204.70E-3,1.7118E+3,1.2626E+0,-177.38E+0,-1.0016E+0
608,325.82E+0,-261.87E-3,1.7118E+3,1.2360E+0,-191.19E+0,-1.0299E+0
609,340.25E+0,-280.02E-3,1.7118E+3,1.2970E+0,-160.54E+0,-974.54E-3
610,334.15E+0,-321.55E-3,1.7118E+3,1.2726E+0,-173.92E+0,-999.13E-3
611,347.53E+0,-332.81E-3,1.7118E+3,1.3120E+0,-143.76E+0,-952.23E-3
612,341.36E+0,-353.47E-3,1.7118E+3,1.2983E+0,-156.28E+0,-969.17E-3
613,354.12E+0,-360.15E-3,1.7118E+3,1.3143E+0,-127.05E+0,-933.43E-3
614,348.45E+0,-380.80E-3,1.7118E+3,1.3103E+0,-140.80E+0,-946.65E-3
615,360.90E+0,-382.06E-3,1.7118E+3,1.3138E+0,-111.75E+0,-917.31E-3
616,355.29E+0,-389.15E-3,1.7118E+3,1.3082E+0,-125.26E+0,-932.81E-3
617,367.38E+0,-386.86E-3,1.7118E+3,1.3039E+0,-97.446E+0,-897.48E-3
618,362.51E+0,-394.79E-3,1.7118E+3,1.2902E+0,-109.35E+0,-918.14E-3
619,377.24E+0,-395.62E-3,1.7118E+3,1.2852E+0,-79.684E+0,-866.70E-3
620,370.09E+0,-405.22E-3,1.7118E+3,1.2734E+0,-94.794E+0,-894.59E-3
621,386.30E+0,-406.68E-3,1.7118E+3,1.2665E+0,-64.388E+0,-835.29E-3
622,379.46E+0,-428.38E-3,1.7118E+3,1.2578E+0,-77.710E+0,-861.32E-3
623,396.23E+0,-437.98E-3,1.7118E+3,1.2761E+0,-50.080E+0,-798.31E-3
624,387.60E+0,-477.41E-3,1.7118E+3,1.2624E+0,-61.860E+0,-829.09E-3
625,406.09E+0,-486.39E-3,1.7118E+3,1.2885E+0,-35.031E+0,-761.33E-3
626,397.71E+0,-526.03E-3,1.7118E+3,1.2761E+0,-46.934E+0,-792.73E-3
627,417.01E+0,-538.76E-3,1.7118E+3,1.3035E+0,-18.502E+0,-725.79E-3
628,408.68E+0,-579.66E-3,1.7118E+3,1.2867E+0,-31.392E+0,-752.03E-3
629,428.29E+0,-590.30E-3,1.7118E+3,1.3026E+0,-2.2203E+0,-689.43E-3
630,418.73E+0,-614.30E-3,1.7118E+3,1.3012E+0,-15.295E+0,-715.26E-3
631,440.31E+0,-618.68E-3,1.7118E+3,1.3060E+0,15.665E+0,-659.68E-3
632,429.77E+0,-637.67E-3,1.7118E+3,1.2937E+0,740.09E-3,-681.17E-3
633,449.56E+0,-640.38E-3,1.7118E+3,1.2906E+0,31.331E+0,-636.54E-3
634,442.65E+0,-643.93E-3,1.7118E+3,1.2723E+0,19.983E+0,-653.28E-3
635,458.00E+0,-640.59E-3,1.7118E+3,1.2726E+0,47.674E+0,-607.62E-3
636,451.59E+0,-648.31E-3,1.7118E+3,1.2533E+0,34.784E+0,-629.31E-3
637,466.02E+0,-648.93E-3,1.7118E+3,1.2493E+0,62.353E+0,-577.04E-3
638,460.65E+0,-664.37E-3,1.7118E+3,1.2416E+0,50.265E+0,-601.21E-3
639,472.24E+0,-669.80E-3,1.7118E+3,1.2402E+0,76.230E+0,-545.84E-3
640,466.94E+0,-688.79E-3,1.7118E+3,1.2300E+0,64.450E+0,-571.46E-3
641,477.55E+0,-696.30E-3,1.7118E+3,1.2385E+0,90.292E+0,-511.13E-3
642,472.74E+0,-729.48E-3,1.7118E+3,1.2294E+0,78.882E+0,-537.58E-3
643,483.53E+0,-738.66E-3,1.7118E+3,1.2445E+0,105.83E+0,-464.44E-3
644,478.84E+0,-776.84E-3,1.7118E+3,1.2398E+0,93.807E+0,-499.36E-3
645,489.94E+0,-790.82E-3,1.7118E+3,1.2560E+0,123.53E+0,-411.76E-3
646,484.39E+0,-848.41E-3,1.7118E+3,1.2427E+0,108.12E+0,-457.83E-3
647,494.87E+0,-858.22E-3,1.7118E+3,1.2591E+0,138.95E+0,-362.17E-3
648,490.25E+0,-892.44E-3,1.7118E+3,1.2528E+0,126.49E+0,-399.98E-3
649,500.11E+0,-901.83E-3,1.7118E+3,1.2528E+0,153.69E+0,-328.08E-3
650,495.86E+0,-921.65E-3,1.7118E+3,1.2445E+0,142.04E+0,-355.98E-3
651,505.35E+0,-924.78E-3,1.7118E+3,1.2410E+0,168.74E+0,-290.48E-3
652,501.53E+0,-937.72E-3,1.7118E+3,1.2226E+0,157.46E+0,-320.65E-3
653,510.22E+0,-936.05E-3,1.7118E+3,1.2186E+0,183.79E+0,-251.02E-3
654,506.89E+0,-947.73E-3,1.7118E+3,1.1997E+0,171.52E+0,-283.46E-3
655,514.17E+0,-949.82E-3,1.7118E+3,1.1941E+0,197.17E+0,-205.98E-3
656,511.21E+0,-971.31E-3,1.7118E+3,1.1781E+0,186.44E+0,-243.17E-3
657,518.61E+0,-979.45E-3,1.7118E+3,1.1732E+0,211.42E+0,-153.92E-3
658,515.65E+0,-1.0012E+0,1.7118E+3,1.1595E+0,200.57E+0,-196.89E-3
659,523.48E+0,-1.0160E+0,1.7118E+3,1.1580E+0,228.38E+0,-96.070E-3
660,519.59E+0,-1.0562E+0,1.7118E+3,1.1501E+0,213.95E+0,-144.00E-3
661,527.48E+0,-1.0711E+0,1.7118E+3,1.1601E+0,241.70E+0,-46.692E-3
662,524.52E+0,-1.1086E+0,1.7118E+3,1.1576E+0,230.85E+0,-90.078E-3
663,530.07E+0,-1.1245E+0,1.7118E+3,1.1655E+0,255.83E+0,2.4792E-3
664,527.48E+0,-1.1666E+0,1.7118E+3,1.1591E+0,244.60E+0,-39.668E-3
665,530.87E+0,-1.1737E+0,1.7118E+3,1.1647E+0,269.33E+0,53.717E-3
666,529.46E+0,-1.2182E+0,1.7118E+3,1.1562E+0,258.79E+0,13.429E-3
667,530.07E+0,-1.2227E+0,1.7118E+3,1.1599E+0,283.70E+0,98.343E-3
668,527.05E+0,-1.2413E+0,1.7118E+3,1.1481E+0,272.60E+0,61.361E-3
669,527.05E+0,-1.2480E+0,1.7118E+3,1.1371E+0,296.90E+0,151.23E-3
670,522.98E+0,-1.2678E+0,1.7118E+3,1.1157E+0,286.97E+0,110.53E-3
671,521.50E+0,-1.2703E+0,1.7118E+3,1.1140E+0,308.37E+0,206.60E-3
672,515.15E+0,-1.2916E+0,1.7118E+3,1.0825E+0,299.74E+0,165.08E-3
673,514.11E+0,-1.2924E+0,1.7118E+3,1.0767E+0,321.94E+0,280.77E-3
674,505.78E+0,-1.3154E+0,1.7118E+3,1.0339E+0,311.58E+0,218.38E-3
675,504.12E+0,-1.3200E+0,1.7118E+3,1.0302E+0,332.73E+0,337.17E-3
676,497.46E+0,-1.3484E+0,1.7118E+3,1.0026E+0,323.79E+0,290.28E-3
677,496.17E+0,-1.3477E+0,1.7118E+3,998.67E-3,343.10E+0,389.86E-3
678,490.31E+0,-1.3659E+0,1.7118E+3,976.26E-3,335.20E+0,351.02E-3
679,488.77E+0,-1.3703E+0,1.7118E+3,969.41E-3,352.35E+0,425.81E-3
680,483.47E+0,-1.3851E+0,1.7118E+3,957.37E-3,344.14E+0,399.16E-3
681,482.54E+0,-1.3901E+0,1.7118E+3,954.88E-3,361.10E+0,450.81E-3
682,477.18E+0,-1.3972E+0,1.7118E+3,946.38E-3,353.83E+0,431.39E-3
683,476.13E+0,-1.3930E+0,1.7118E+3,947.41E-3,370.29E+0,459.48E-3
684,471.81E+0,-1.3974E+0,1.7118E+3,935.17E-3,363.57E+0,450.39E-3
685,470.27E+0,-1.3817E+0,1.7118E+3,931.23E-3,380.59E+0,467.13E-3
686,464.79E+0,-1.3951E+0,1.7118E+3,915.05E-3,371.71E+0,462.38E-3
687,464.23E+0,-1.3699E+0,1.7118E+3,910.90E-3,389.17E+0,484.69E-3
688,460.35E+0,-1.3799E+0,1.7118E+3,882.47E-3,383.00E+0,469.40E-3
689,458.68E+0,-1.3621E+0,1.7118E+3,874.79E-3,397.92E+0,511.34E-3
690,453.50E+0,-1.3667E+0,1.7118E+3,849.69E-3,391.69E+0,487.58E-3
691,453.44E+0,-1.3657E+0,1.7118E+3,844.50E-3,406.50E+0,561.75E-3
692,447.77E+0,-1.3728E+0,1.7118E+3,814.62E-3,399.59E+0,519.60E-3
693,447.09E+0,-1.3726E+0,1.7118E+3,806.53E-3,415.19E+0,607.20E-3
694,442.53E+0,-1.3913E+0,1.7118E+3,782.87E-3,408.47E+0,565.06E-3
695,440.68E+0,-1.3901E+0,1.7118E+3,776.65E-3,423.64E+0,653.90E-3
696,435.25E+0,-1.4051E+0,1.7118E+3,746.35E-3,416.36E+0,615.47E-3
697,434.21E+0,-1.4034E+0,1.7118E+3,743.03E-3,432.15E+0,687.36E-3
698,427.67E+0,-1.4093E+0,1.7118E+3,721.45E-3,424.88E+0,662.57E-3
699,426.87E+0,-1.4051E+0,1.7118E+3,716.47E-3,443.25E+0,708.64E-3
700,419.66E+0,-1.4108E+0,1.7118E+3,695.10E-3,434.81E+0,696.87E-3
701,418.42E+0,-1.3859E+0,1.7118E+3,693.65E-3,451.27E+0,715.05E-3
702,411.52E+0,-1.4001E+0,1.7118E+3,671.66E-3,444.80E+0,707.82E-3
703,410.59E+0,-1.3588E+0,1.7118E+3,666.88E-3,459.11E+0,715.46E-3
704,403.69E+0,-1.3776E+0,1.7118E+3,652.77E-3,453.31E+0,706.99E-3
705,401.53E+0,-1.3404E+0,1.7118E+3,646.96E-3,466.44E+0,720.42E-3
706,395.37E+0,-1.3578E+0,1.7118E+3,614.60E-3,461.51E+0,711.54E-3
707,394.01E+0,-1.3206E+0,1.7118E+3,608.79E-3,473.85E+0,738.60E-3
708,386.61E+0,-1.3313E+0,1.7118E+3,587.00E-3,468.11E+0,725.17E-3
709,384.95E+0,-1.3133E+0,1.7118E+3,583.89E-3,481.68E+0,771.87E-3
710,378.41E+0,-1.3217E+0,1.7118E+3,543.22E-3,475.82E+0,742.94E-3
711,376.32E+0,-1.3108E+0,1.7118E+3,539.90E-3,487.72E+0,806.57E-3
712,369.41E+0,-1.3179E+0,1.7118E+3,505.25E-3,482.54E+0,779.72E-3
713,367.62E+0,-1.3114E+0,1.7118E+3,502.34E-3,495.00E+0,867.73E-3
714,358.81E+0,-1.3181E+0,1.7118E+3,447.77E-3,488.96E+0,818.14E-3
715,356.77E+0,-1.3087E+0,1.7118E+3,440.09E-3,501.66E+0,905.54E-3
716,349.87E+0,-1.3183E+0,1.7118E+3,401.29E-3,496.42E+0,879.30E-3
717,347.59E+0,-1.3002E+0,1.7118E+3,392.99E-3,505.73E+0,932.39E-3
718,339.51E+0,-1.3068E+0,1.7118E+3,364.77E-3,501.97E+0,913.39E-3
719,337.91E+0,-1.2724E+0,1.7118E+3,359.59E-3,511.34E+0,937.35E-3
720,330.57E+0,-1.2966E+0,1.7118E+3,336.97E-3,508.20E+0,930.95E-3
721,328.23E+0,-1.2430E+0,1.7118E+3,323.69E-3,516.83E+0,952.02E-3
722,320.34E+0,-1.2649E+0,1.7118E+3,286.55E-3,512.45E+0,939.83E-3
723,318.80E+0,-1.2182E+0,1.7118E+3,279.91E-3,520.22E+0,977.85E-3
724,310.47E+0,-1.2361E+0,1.7118E+3,240.28E-3,517.33E+0,958.43E-3
725,308.01E+0,-1.1814E+0,1.7118E+3,226.79E-3,524.23E+0,1.0146E+0
726,297.40E+0,-1.2079E+0,1.7118E+3,166.20E-3,520.72E+0,979.50E-3
727,295.06E+0,-1.1708E+0,1.7118E+3,154.38E-3,526.89E+0,1.0576E+0
728,285.01E+0,-1.1841E+0,1.7118E+3,111.63E-3,524.60E+0,1.0225E+0
729,282.48E+0,-1.1528E+0,1.7118E+3,101.05E-3,528.37E+0,1.0958E+0
730,272.56E+0,-1.1679E+0,1.7118E+3,62.663E-3,526.95E+0,1.0675E+0
731,269.72E+0,-1.1478E+0,1.7118E+3,52.703E-3,527.01E+0,1.1322E+0
732,255.67E+0,-1.1564E+0,1.7118E+3,15.562E-3,525.71E+0,1.1006E+0
733,252.52E+0,-1.1236E+0,1.7118E+3,1.0375E-3,524.48E+0,1.1584E+0
734,236.43E+0,-1.1447E+0,1.7118E+3,-28.842E-3,518.99E+0,1.1384E+0
735,232.92E+0,-1.1026E+0,1.7118E+3,-33.821E-3,517.82E+0,1.1735E+0
736,216.76E+0,-1.1199E+0,1.7118E+3,-73.245E-3,511.84E+0,1.1590E+0
737,211.83E+0,-1.0656E+0,1.7118E+3,-80.507E-3,509.43E+0,1.1830E+0
738,196.48E+0,-1.0900E+0,1.7118E+3,-113.91E-3,504.99E+0,1.1741E+0
739,192.78E+0,-1.0139E+0,1.7118E+3,-123.87E-3,502.52E+0,1.1904E+0
740,175.03E+0,-1.0546E+0,1.7118E+3,-182.18E-3,495.86E+0,1.1752E+0
741,172.50E+0,-971.94E-3,1.7118E+3,-191.52E-3,494.63E+0,1.2070E+0
742,159.98E+0,-1.0051E+0,1.7118E+3,-236.13E-3,490.93E+0,1.1948E+0
743,157.58E+0,-930.83E-3,1.7118E+3,-249.20E-3,489.76E+0,1.2295E+0
744,148.39E+0,-964.43E-3,1.7118E+3,-297.75E-3,487.23E+0,1.2138E+0
745,145.62E+0,-901.41E-3,1.7118E+3,-311.86E-3,485.81E+0,1.2493E+0
746,135.88E+0,-924.36E-3,1.7118E+3,-348.17E-3,483.10E+0,1.2338E+0
747,133.17E+0,-875.96E-3,1.7118E+3,-355.85E-3,482.79E+0,1.2586E+0
748,124.53E+0,-895.15E-3,1.7118E+3,-382.41E-3,478.72E+0,1.2532E+0
749,122.99E+0,-859.89E-3,1.7118E+3,-386.56E-3,478.59E+0,1.2625E+0
750,112.20E+0,-871.57E-3,1.7118E+3,-402.33E-3,475.14E+0,1.2592E+0
751,109.37E+0,-851.33E-3,1.7118E+3,-405.65E-3,473.91E+0,1.2644E+0
752,98.888E+0,-859.47E-3,1.7118E+3,-413.53E-3,469.47E+0,1.2625E+0
753,96.360E+0,-822.54E-3,1.7118E+3,-416.44E-3,468.48E+0,1.2623E+0
754,80.763E+0,-846.95E-3,1.7118E+3,-427.85E-3,463.05E+0,1.2526E+0
755,78.112E+0,-801.26E-3,1.7118E+3,-431.38E-3,460.77E+0,1.2541E+0
756,65.042E+0,-824.63E-3,1.7118E+3,-444.87E-3,455.16E+0,1.2462E+0
757,61.404E+0,-771.63E-3,1.7118E+3,-445.28E-3,454.17E+0,1.2508E+0
758,47.964E+0,-797.08E-3,1.7118E+3,-480.35E-3,447.70E+0,1.2440E+0
759,45.375E+0,-743.04E-3,1.7118E+3,-486.57E-3,446.22E+0,1.2619E+0
760,32.305E+0,-760.78E-3,1.7118E+3,-525.17E-3,440.54E+0,1.2530E+0
761,28.791E+0,-703.81E-3,1.7118E+3,-535.54E-3,439.37E+0,1.2818E+0
762,15.844E+0,-730.73E-3,1.7118E+3,-579.94E-3,432.89E+0,1.2704E+0
763,13.070E+0,-665.83E-3,1.7118E+3,-587.00E-3,432.09E+0,1.2915E+0
764,-554.86E-3,-700.68E-3,1.7118E+3,-627.46E-3,426.11E+0,1.2853E+0
765,-3.0825E+0,-635.58E-3,1.7118E+3,-633.06E-3,424.01E+0,1.2966E+0
766,-16.029E+0,-656.86E-3,1.7118E+3,-663.98E-3,419.02E+0,1.2906E+0
767,-18.988E+0,-601.98E-3,1.7118E+3,-664.60E-3,417.72E+0,1.2935E+0
768,-34.278E+0,-631.41E-3,1.7118E+3,-677.67E-3,410.94E+0,1.2826E+0
769,-36.497E+0,-585.92E-3,1.7118E+3,-679.13E-3,408.72E+0,1.2807E+0
770,-50.060E+0,-600.94E-3,1.7118E+3,-686.18E-3,403.23E+0,1.2677E+0
771,-53.328E+0,-560.46E-3,1.7118E+3,-681.82E-3,400.82E+0,1.2700E+0
772,-65.905E+0,-581.95E-3,1.7118E+3,-692.41E-3,394.35E+0,1.2526E+0
773,-68.556E+0,-533.54E-3,1.7118E+3,-696.14E-3,393.48E+0,1.2526E+0
774,-81.009E+0,-557.96E-3,1.7118E+3,-706.93E-3,385.59E+0,1.2419E+0
775,-85.078E+0,-502.45E-3,1.7118E+3,-713.98E-3,384.36E+0,1.2423E+0
776,-97.901E+0,-532.71E-3,1.7118E+3,-731.83E-3,377.63E+0,1.2361E+0
777,-101.66E+0,-466.98E-3,1.7118E+3,-739.71E-3,376.34E+0,1.2386E+0
778,-114.18E+0,-494.32E-3,1.7118E+3,-774.37E-3,369.25E+0,1.2328E+0
779,-117.26E+0,-416.69E-3,1.7118E+3,-780.59E-3,367.03E+0,1.2427E+0
780,-133.04E+0,-455.71E-3,1.7118E+3,-827.90E-3,357.65E+0,1.2353E+0
781,-135.51E+0,-365.99E-3,1.7118E+3,-835.99E-3,355.49E+0,1.2464E+0
782,-148.82E+0,-402.51E-3,1.7118E+3,-882.05E-3,349.32E+0,1.2444E+0
783,-151.17E+0,-319.04E-3,1.7118E+3,-889.11E-3,347.23E+0,1.2442E+0
784,-162.51E+0,-349.92E-3,1.7118E+3,-923.35E-3,339.89E+0,1.2406E+0
785,-166.21E+0,-278.14E-3,1.7118E+3,-926.87E-3,338.47E+0,1.2392E+0
786,-176.57E+0,-310.07E-3,1.7118E+3,-942.64E-3,331.62E+0,1.2251E+0
787,-179.34E+0,-251.64E-3,1.7118E+3,-944.30E-3,330.58E+0,1.2214E+0
788,-190.81E+0,-277.31E-3,1.7118E+3,-961.32E-3,323.67E+0,1.2063E+0
789,-192.97E+0,-213.25E-3,1.7118E+3,-959.24E-3,322.80E+0,1.2035E+0
790,-203.82E+0,-250.39E-3,1.7118E+3,-971.48E-3,314.42E+0,1.1826E+0
791,-207.15E+0,-152.11E-3,1.7118E+3,-979.16E-3,314.05E+0,1.1768E+0
792,-218.37E+0,-199.69E-3,1.7118E+3,-1.0082E+0,305.54E+0,1.1638E+0
793,-220.77E+0,-92.019E-3,1.7118E+3,-1.0190E+0,303.81E+0,1.1588E+0
794,-236.25E+0,-145.23E-3,1.7118E+3,-1.0547E+0,293.32E+0,1.1437E+0
795,-239.88E+0,-30.464E-3,1.7118E+3,-1.0655E+0,291.35E+0,1.1444E+0
796,-252.27E+0,-73.031E-3,1.7118E+3,-1.1144E+0,281.17E+0,1.1400E+0
797,-254.68E+0,22.744E-3,1.7118E+3,-1.1211E+0,278.52E+0,1.1384E+0
798,-268.37E+0,-19.614E-3,1.7118E+3,-1.1528E+0,268.16E+0,1.1340E+0
799,-271.02E+0,68.858E-3,1.7118E+3,-1.1618E+0,264.71E+0,1.1328E+0
800,-283.35E+0,29.421E-3,1.7118E+3,-1.1989E+0,251.39E+0,1.1241E+0
801,-286.61E+0,115.81E-3,1.7118E+3,-1.2003E+0,248.43E+0,1.1237E+0
802,-298.39E+0,85.551E-3,1.7118E+3,-1.2248E+0,235.10E+0,1.1039E+0
803,-300.61E+0,161.71E-3,1.7118E+3,-1.2321E+0,230.79E+0,1.1008E+0
804,-310.66E+0,128.33E-3,1.7118E+3,-1.2466E+0,217.59E+0,1.0824E+0
805,-313.93E+0,212.83E-3,1.7118E+3,-1.2454E+0,212.78E+0,1.0807E+0
806,-320.40E+0,169.22E-3,1.7118E+3,-1.2595E+0,199.58E+0,1.0446E+0
807,-322.56E+0,279.19E-3,1.7118E+3,-1.2630E+0,195.63E+0,1.0373E+0
808,-331.62E+0,219.09E-3,1.7118E+3,-1.2753E+0,178.30E+0,997.27E-3
809,-332.36E+0,347.84E-3,1.7118E+3,-1.2815E+0,174.91E+0,991.28E-3
810,-338.22E+0,291.71E-3,1.7118E+3,-1.3070E+0,161.16E+0,961.11E-3
811,-338.89E+0,410.23E-3,1.7118E+3,-1.3134E+0,157.70E+0,953.67E-3
812,-344.75E+0,360.98E-3,1.7118E+3,-1.3346E+0,145.92E+0,925.37E-3
813,-346.05E+0,460.10E-3,1.7118E+3,-1.3371E+0,143.02E+0,919.79E-3
814,-351.22E+0,421.28E-3,1.7118E+3,-1.3583E+0,129.82E+0,895.83E-3
815,-351.66E+0,491.19E-3,1.7118E+3,-1.3601E+0,127.54E+0,892.52E-3
816,-358.38E+0,464.48E-3,1.7118E+3,-1.3651E+0,115.70E+0,870.62E-3
817,-359.79E+0,503.08E-3,1.7118E+3,-1.3601E+0,113.42E+0,867.94E-3
818,-364.42E+0,493.69E-3,1.7118E+3,-1.3622E+0,101.70E+0,859.05E-3
819,-366.21E+0,504.54E-3,1.7118E+3,-1.3402E+0,98.618E+0,853.68E-3
820,-372.25E+0,500.37E-3,1.7118E+3,-1.3566E+0,86.838E+0,840.46E-3
821,-374.16E+0,506.42E-3,1.7118E+3,-1.3118E+0,84.124E+0,833.02E-3
822,-383.41E+0,499.32E-3,1.7118E+3,-1.3352E+0,68.335E+0,815.66E-3
823,-385.75E+0,512.26E-3,1.7118E+3,-1.2914E+0,65.252E+0,811.95E-3
824,-393.58E+0,498.07E-3,1.7118E+3,-1.3091E+0,52.547E+0,783.43E-3
825,-395.86E+0,532.92E-3,1.7118E+3,-1.2838E+0,49.031E+0,778.68E-3
826,-404.00E+0,514.56E-3,1.7118E+3,-1.2908E+0,37.190E+0,751.20E-3
827,-406.65E+0,584.87E-3,1.7118E+3,-1.2846E+0,33.736E+0,743.56E-3
828,-414.91E+0,541.26E-3,1.7118E+3,-1.2896E+0,20.168E+0,706.58E-3
829,-417.62E+0,639.13E-3,1.7118E+3,-1.2937E+0,16.960E+0,700.38E-3
830,-426.50E+0,594.26E-3,1.7118E+3,-1.3120E+0,5.1190E+0,667.74E-3
831,-427.79E+0,687.74E-3,1.7118E+3,-1.3132E+0,2.0353E+0,662.37E-3
832,-436.61E+0,649.77E-3,1.7118E+3,-1.3186E+0,-10.670E+0,626.00E-3
833,-438.21E+0,731.56E-3,1.7118E+3,-1.3174E+0,-14.247E+0,621.25E-3
834,-448.14E+0,703.60E-3,1.7118E+3,-1.3236E+0,-29.850E+0,581.79E-3
835,-449.13E+0,753.26E-3,1.7118E+3,-1.3093E+0,-32.564E+0,576.83E-3
836,-456.83E+0,740.12E-3,1.7118E+3,-1.3170E+0,-44.529E+0,555.55E-3
837,-458.99E+0,764.95E-3,1.7118E+3,-1.2860E+0,-47.428E+0,548.53E-3
838,-464.97E+0,754.93E-3,1.7118E+3,-1.3058E+0,-58.344E+0,525.80E-3
839,-466.39E+0,769.96E-3,1.7118E+3,-1.2647E+0,-61.428E+0,520.43E-3
840,-471.69E+0,762.86E-3,1.7118E+3,-1.2823E+0,-73.701E+0,494.61E-3
841,-472.92E+0,784.98E-3,1.7118E+3,-1.2439E+0,-76.600E+0,489.03E-3
842,-477.67E+0,770.16E-3,1.7118E+3,-1.2593E+0,-88.071E+0,457.62E-3
843,-479.03E+0,812.94E-3,1.7118E+3,-1.2354E+0,-90.415E+0,450.81E-3
844,-483.90E+0,790.20E-3,1.7118E+3,-1.2385E+0,-102.93E+0,418.58E-3
845,-484.58E+0,851.96E-3,1.7118E+3,-1.2275E+0,-105.59E+0,416.51E-3
846,-489.26E+0,818.57E-3,1.7118E+3,-1.2313E+0,-117.30E+0,376.64E-3
847,-489.63E+0,915.39E-3,1.7118E+3,-1.2288E+0,-121.44E+0,370.23E-3
848,-494.50E+0,860.31E-3,1.7118E+3,-1.2435E+0,-136.18E+0,322.30E-3
849,-495.73E+0,973.40E-3,1.7118E+3,-1.2371E+0,-138.89E+0,314.04E-3
850,-500.05E+0,921.86E-3,1.7118E+3,-1.2448E+0,-151.04E+0,271.27E-3
851,-501.10E+0,1.0187E+0,1.7118E+3,-1.2406E+0,-154.31E+0,259.70E-3
852,-504.43E+0,980.29E-3,1.7118E+3,-1.2437E+0,-166.34E+0,223.13E-3
853,-505.41E+0,1.0471E+0,1.7118E+3,-1.2290E+0,-169.48E+0,212.39E-3
854,-509.98E+0,1.0270E+0,1.7118E+3,-1.2437E+0,-181.32E+0,181.60E-3
855,-510.71E+0,1.0581E+0,1.7118E+3,-1.2060E+0,-184.28E+0,174.99E-3
856,-514.17E+0,1.0506E+0,1.7118E+3,-1.2273E+0,-195.82E+0,145.45E-3
